893,0.88
419,0.38
911,0.89
878,0.82
909,0.9
99,0.05
219,0.25
162,0.18
665,0.7
188,0.3
783,0.72
95,0.09
941,0.94
934,0.92
785,0.75
799,0.77
802,0.74
692,0.73
70,0.05
35,0.05
898,0.87
788,0.74
127,0.15
318,0.34
120,0.09
34,0.03
339,0.32
239,0.2
688,0.72
246,0.21
23,0.0
31,0.01
944,0.98
490,0.46
58,0.04
528,0.53
659,0.68
947,0.94
636,0.68
450,0.53
822,0.8
684,0.71
580,0.62
504,0.43
630,0.61
382,0.33
1002,0.99
379,0.37
51,0.05
123,0.07
952,0.93
36,0.04
315,0.25
509,0.43
841,0.86
255,0.16
89,0.06
44,0.08
431,0.36
674,0.7
817,0.83
845,0.77
150,0.22
221,0.19
294,0.32
840,0.77
432,0.41
793,0.74
259,0.26
953,0.96
330,0.39
639,0.65
26,0.04
670,0.71
395,0.36
330,0.28
575,0.57
429,0.43
167,0.19
167,0.14
261,0.24
608,0.65
278,0.34
990,0.96
597,0.56
203,0.2
370,0.4
1007,0.98
391,0.35
543,0.61
213,0.19
413,0.35
127,0.08
182,0.23
375,0.29
774,0.75
316,0.34
564,0.59
806,0.77
420,0.35
287,0.3
195,0.19
98,0.07
41,0.01
349,0.36
242,0.23
310,0.29
927,0.88
766,0.7
769,0.76
72,0.13
982,0.97
305,0.29
737,0.73
606,0.59
208,0.19
278,0.28
196,0.25
920,0.93
258,0.21
1019,1.0
271,0.32
42,0.04
1005,0.99
905,0.86
344,0.31
71,0.08
997,0.97
509,0.49
631,0.66
987,0.96
939,0.93
402,0.43
694,0.78
533,0.46
542,0.54
585,0.59
143,0.1
176,0.18
838,0.74
114,0.11
961,0.93
922,0.83
507,0.43
824,0.77
918,0.91
641,0.6
700,0.72
747,0.69
268,0.25
493,0.5
116,0.11
816,0.83
654,0.57
517,0.49
175,0.18
474,0.45
153,0.16
775,0.79
493,0.57
554,0.55
721,0.74
701,0.66
111,0.18
19,0.01
16,0.01
366,0.34
168,0.18
834,0.75
831,0.77
961,0.95
617,0.69
1005,0.95
102,0.09
78,0.07
1000,0.98
230,0.29
846,0.85
1022,0.99
1001,0.97
802,0.79
665,0.57
899,0.91
923,0.9
214,0.21
386,0.38
432,0.45
144,0.14
761,0.8
744,0.76
277,0.21
303,0.41
627,0.67
367,0.38
492,0.52
863,0.86
681,0.62
220,0.23
14,0.01
46,0.03
977,0.96
948,0.94
859,0.87
524,0.5
21,0.02
483,0.4
527,0.47
197,0.17
705,0.73
25,0.02
1012,1.0
15,0.02
779,0.68
606,0.55
753,0.7
534,0.5
948,0.97
961,0.93
815,0.75
145,0.16
104,0.13
634,0.68
78,0.11
156,0.12
967,0.92
712,0.73
318,0.32
312,0.34
782,0.77
401,0.39
781,0.78
323,0.3
536,0.45
728,0.78
209,0.26
550,0.6
609,0.61
63,0.03
755,0.78
913,0.83
742,0.68
123,0.12
25,0.03
561,0.57
74,0.11
945,0.92
128,0.11
1017,0.99
413,0.44
103,0.05
871,0.84
724,0.73
963,0.94
197,0.11
410,0.38
168,0.14
65,0.06
176,0.15
752,0.76
714,0.71
134,0.1
645,0.65
455,0.48
556,0.57
845,0.78
283,0.17
259,0.24
236,0.17
27,0.03
709,0.61
470,0.45
521,0.6
228,0.29
321,0.25
302,0.34
46,0.04
193,0.15
1021,1.0
374,0.33
951,0.92
899,0.88
55,0.07
1017,0.99
811,0.75
375,0.37
45,0.02
130,0.09
353,0.37
204,0.18
502,0.51
646,0.65
724,0.75
18,0.01
391,0.4
676,0.66
563,0.6
497,0.5
201,0.22
586,0.49
926,0.89
657,0.64
367,0.38
321,0.4
44,0.08
147,0.14
757,0.76
675,0.67
839,0.81
681,0.66
609,0.57
156,0.19
742,0.81
16,0.01
948,0.95
649,0.57
909,0.88
804,0.82
533,0.53
467,0.42
105,0.13
473,0.46
309,0.29
578,0.58
821,0.81
18,0.02
542,0.56
415,0.48
211,0.18
30,0.04
644,0.7
112,0.17
936,0.93
627,0.67
423,0.32
541,0.56
407,0.42
397,0.49
304,0.35
1008,0.98
415,0.41
825,0.78
623,0.57
334,0.34
705,0.66
894,0.87
493,0.41
719,0.61
339,0.36
171,0.17
140,0.1
880,0.84
375,0.35
170,0.14
765,0.7
783,0.75
51,0.05
861,0.83
798,0.75
639,0.7
18,0.04
127,0.11
546,0.57
389,0.37
629,0.67
298,0.33
399,0.46
791,0.69
525,0.48
167,0.22
243,0.24
266,0.2
283,0.21
765,0.79
157,0.19
625,0.66
555,0.46
896,0.87
87,0.06
269,0.24
898,0.84
940,0.91
718,0.71
310,0.3
739,0.76
678,0.73
426,0.45
696,0.69
435,0.44
259,0.26
2,0.01
872,0.8
199,0.21
588,0.63
226,0.21
425,0.37
716,0.75
316,0.33
225,0.17
433,0.36
305,0.36
73,0.1
778,0.77
334,0.34
771,0.72
528,0.53
783,0.76
183,0.2
894,0.86
470,0.41
405,0.37
339,0.35
60,0.08
137,0.09
230,0.19
984,0.97
635,0.59
1022,1.0
34,0.01
285,0.24
861,0.9
89,0.14
11,0.02
390,0.38
996,0.99
107,0.17
176,0.15
308,0.3
497,0.39
461,0.38
234,0.19
43,0.02
576,0.55
206,0.2
218,0.18
685,0.67
562,0.5
443,0.43
527,0.55
827,0.76
313,0.29
600,0.51
490,0.48
654,0.56
691,0.7
585,0.58
817,0.82
315,0.25
410,0.47
574,0.45
925,0.9
421,0.42
894,0.88
687,0.77
107,0.1
561,0.52
111,0.09
490,0.47
505,0.54
945,0.97
376,0.35
373,0.33
51,0.04
731,0.7
93,0.11
32,0.02
916,0.91
615,0.57
917,0.83
164,0.19
130,0.18
481,0.49
372,0.32
221,0.18
583,0.53
941,0.88
344,0.35
660,0.66
276,0.25
566,0.66
365,0.35
203,0.23
211,0.2
108,0.1
161,0.12
749,0.68
580,0.5
302,0.23
631,0.6
417,0.52
568,0.54
520,0.64
633,0.54
212,0.22
591,0.53
897,0.9
681,0.72
660,0.7
57,0.05
104,0.11
398,0.35
860,0.81
3,0.01
842,0.91
593,0.58
832,0.86
414,0.44
938,0.94
255,0.3
222,0.25
986,0.94
541,0.6
586,0.49
141,0.14
874,0.85
578,0.61
595,0.59
313,0.35
409,0.37
945,0.95
843,0.87
411,0.43
423,0.42
250,0.24
356,0.4
560,0.51
144,0.16
531,0.52
515,0.45
734,0.75
226,0.18
820,0.77
79,0.1
1021,1.0
685,0.67
1020,1.0
569,0.53
851,0.87
377,0.36
195,0.26
506,0.43
81,0.07
654,0.57
49,0.03
1019,1.0
231,0.23
515,0.43
453,0.44
663,0.64
203,0.18
48,0.01
428,0.42
830,0.86
959,0.94
441,0.38
1009,1.0
43,0.04
728,0.69
700,0.62
1,0.0
718,0.74
662,0.65
210,0.23
638,0.61
468,0.51
538,0.54
96,0.12
59,0.06
177,0.14
701,0.61
878,0.84
894,0.83
693,0.66
620,0.69
1006,0.98
51,0.01
832,0.81
578,0.55
1022,1.0
661,0.65
650,0.57
312,0.28
197,0.17
974,0.94
825,0.82
529,0.62
541,0.55
472,0.41
842,0.79
158,0.15
549,0.51
459,0.43
939,0.94
367,0.36
366,0.36
1001,1.0
554,0.58
12,0.0
445,0.45
34,0.01
203,0.16
534,0.53
344,0.36
217,0.27
771,0.77
117,0.14
4,0.0
177,0.2
680,0.71
699,0.71
473,0.48
330,0.27
486,0.48
397,0.44
656,0.65
259,0.36
1019,1.0
849,0.88
235,0.22
33,0.03
1022,1.0
823,0.78
387,0.37
850,0.74
269,0.33
744,0.76
158,0.21
924,0.86
506,0.4
839,0.8
645,0.67
1011,0.99
479,0.5
437,0.57
939,0.93
516,0.53
678,0.65
816,0.81
338,0.4
123,0.17
545,0.58
975,0.95
888,0.92
832,0.82
150,0.09
999,0.97
62,0.06
971,0.93
186,0.18
937,0.92
476,0.57
168,0.12
800,0.72
796,0.75
815,0.77
533,0.45
509,0.57
431,0.36
494,0.47
354,0.36
876,0.87
532,0.58
184,0.18
687,0.69
375,0.47
346,0.25
927,0.93
527,0.55
106,0.11
373,0.33
492,0.49
403,0.38
35,0.0
115,0.11
543,0.6
135,0.17
500,0.44
816,0.75
214,0.25
26,0.02
20,0.02
473,0.49
618,0.58
980,0.95
717,0.67
396,0.43
981,0.98
842,0.81
778,0.78
425,0.44
86,0.09
115,0.14
692,0.62
312,0.2
453,0.39
255,0.24
978,0.98
817,0.87
941,0.91
472,0.59
80,0.1
274,0.22
1022,1.0
329,0.24
48,0.05
960,0.95
770,0.78
127,0.12
88,0.01
114,0.12
856,0.87
308,0.28
42,0.05
250,0.26
546,0.47
118,0.16
203,0.2
254,0.22
914,0.9
909,0.9
15,0.02
430,0.34
973,0.96
355,0.32
114,0.11
834,0.8
328,0.32
829,0.84
446,0.44
365,0.41
689,0.72
97,0.13
549,0.49
815,0.8
485,0.49
194,0.14
221,0.25
660,0.69
658,0.56
937,0.93
204,0.23
546,0.52
320,0.27
463,0.47
368,0.45
616,0.56
347,0.34
556,0.57
218,0.21
648,0.64
538,0.55
180,0.12
414,0.43
1001,0.98
366,0.36
748,0.75
410,0.39
259,0.3
782,0.82
467,0.42
678,0.66
250,0.21
397,0.38
488,0.48
222,0.24
288,0.24
28,0.01
542,0.49
276,0.26
824,0.79
470,0.38
235,0.17
58,0.09
610,0.66
629,0.56
475,0.53
286,0.27
932,0.91
154,0.11
273,0.22
509,0.49
76,0.07
905,0.89
555,0.61
968,0.94
553,0.55
417,0.39
1018,0.99
557,0.49
33,0.01
408,0.39
295,0.29
916,0.87
962,0.97
412,0.3
68,0.07
682,0.63
522,0.57
200,0.14
732,0.66
905,0.87
448,0.45
584,0.58
141,0.12
142,0.1
576,0.51
65,0.03
995,0.98
193,0.18
622,0.69
586,0.61
775,0.69
192,0.16
454,0.49
986,0.99
483,0.49
63,0.07
170,0.17
837,0.85
669,0.72
831,0.78
622,0.65
868,0.88
46,0.03
741,0.73
560,0.55
427,0.45
225,0.22
445,0.45
801,0.8
402,0.4
608,0.61
583,0.59
394,0.41
371,0.39
690,0.63
381,0.37
523,0.58
263,0.28
269,0.28
743,0.75
596,0.66
580,0.55
461,0.38
423,0.48
762,0.76
315,0.24
640,0.63
312,0.22
170,0.2
944,0.94
324,0.4
947,0.91
977,0.92
198,0.14
318,0.28
833,0.83
389,0.34
668,0.76
342,0.36
730,0.76
29,0.03
848,0.85
75,0.05
298,0.38
808,0.78
526,0.52
1015,1.0
451,0.45
544,0.48
983,0.98
556,0.52
879,0.9
274,0.33
60,0.04
582,0.62
971,0.92
106,0.1
385,0.38
467,0.41
628,0.58
125,0.16
130,0.17
566,0.62
387,0.41
591,0.61
321,0.35
989,1.0
930,0.9
546,0.55
152,0.1
26,0.02
76,0.08
663,0.65
616,0.64
81,0.1
746,0.82
281,0.26
551,0.54
170,0.15
792,0.74
581,0.66
514,0.54
149,0.09
716,0.77
808,0.79
750,0.66
444,0.46
397,0.42
560,0.47
522,0.52
140,0.14
394,0.37
92,0.1
79,0.09
196,0.17
989,0.97
125,0.14
6,0.0
995,0.98
66,0.05
85,0.06
756,0.77
582,0.63
355,0.38
231,0.32
887,0.9
120,0.09
668,0.69
254,0.24
226,0.2
62,0.04
750,0.74
910,0.87
225,0.18
55,0.05
334,0.24
509,0.51
257,0.28
342,0.43
456,0.49
869,0.83
588,0.56
871,0.87
586,0.58
422,0.42
309,0.31
915,0.9
98,0.12
486,0.46
449,0.43
976,0.96
329,0.26
369,0.36
856,0.84
858,0.82
374,0.34
406,0.37
174,0.23
804,0.83
588,0.6
509,0.54
510,0.52
951,0.96
148,0.15
569,0.49
898,0.83
402,0.32
399,0.32
215,0.17
632,0.63
877,0.89
413,0.35
149,0.18
546,0.46
420,0.55
969,0.95
480,0.44
958,0.91
502,0.42
238,0.22
144,0.1
411,0.48
357,0.35
590,0.59
48,0.08
497,0.6
681,0.65
752,0.72
522,0.53
632,0.55
887,0.81
642,0.56
360,0.28
463,0.52
861,0.85
342,0.33
426,0.4
101,0.07
306,0.28
997,1.0
1009,0.99
5,0.0
503,0.42
165,0.21
305,0.3
208,0.24
550,0.47
692,0.78
255,0.19
1005,0.98
13,0.01
969,0.97
820,0.78
117,0.13
836,0.79
201,0.24
768,0.75
964,0.95
531,0.59
421,0.38
222,0.18
602,0.51
660,0.59
684,0.62
720,0.62
40,0.04
12,0.01
59,0.01
479,0.39
151,0.15
13,0.01
733,0.76
671,0.7
1013,1.0
685,0.72
120,0.07
979,0.96
156,0.15
892,0.88
862,0.83
602,0.53
49,0.06
89,0.04
139,0.13
267,0.3
385,0.38
406,0.43
676,0.7
74,0.08
74,0.09
346,0.37
533,0.57
169,0.12
749,0.72
632,0.59
325,0.34
798,0.82
432,0.48
953,0.93
91,0.07
496,0.51
37,0.01
303,0.33
782,0.82
844,0.83
468,0.51
864,0.9
871,0.89
96,0.09
320,0.24
798,0.75
585,0.59
948,0.95
61,0.04
218,0.2
851,0.81
48,0.03
334,0.34
1018,1.0
777,0.81
530,0.48
114,0.08
887,0.84
538,0.45
489,0.51
746,0.69
1,0.0
1012,1.0
810,0.82
221,0.25
973,0.93
514,0.47
240,0.24
818,0.78
737,0.75
248,0.22
703,0.66
253,0.25
344,0.36
92,0.11
447,0.37
101,0.09
562,0.65
362,0.31
274,0.27
303,0.3
737,0.75
556,0.54
475,0.53
349,0.4
130,0.09
419,0.43
692,0.7
40,0.07
264,0.3
661,0.64
327,0.29
246,0.21
630,0.69
752,0.7
835,0.81
48,0.03
1016,0.99
145,0.12
227,0.17
99,0.17
56,0.06
114,0.1
567,0.65
704,0.63
596,0.59
50,0.03
1021,1.0
18,0.0
81,0.06
638,0.62
145,0.11
361,0.37
835,0.84
874,0.87
281,0.33
433,0.41
534,0.46
231,0.23
922,0.91
828,0.87
180,0.21
436,0.49
835,0.86
84,0.05
152,0.19
364,0.26
317,0.3
654,0.63
173,0.14
475,0.45
944,0.89
122,0.15
184,0.18
41,0.08
314,0.23
902,0.88
408,0.4
187,0.16
484,0.49
558,0.61
0,0.0
826,0.75
236,0.22
406,0.4
206,0.27
255,0.26
423,0.37
7,0.0
615,0.57
179,0.19
54,0.08
824,0.83
636,0.6
637,0.58
360,0.29
340,0.31
36,0.02
735,0.72
884,0.89
845,0.87
353,0.41
314,0.35
938,0.94
353,0.32
284,0.28
17,0.02
34,0.06
334,0.35
379,0.38
98,0.12
197,0.21
203,0.17
137,0.09
890,0.84
165,0.24
520,0.52
621,0.54
787,0.75
175,0.21
632,0.66
431,0.41
355,0.36
358,0.28
73,0.08
901,0.91
807,0.75
959,0.9
770,0.74
353,0.33
928,0.94
102,0.08
1022,1.0
70,0.05
606,0.62
920,0.94
730,0.72
79,0.06
180,0.15
641,0.6
671,0.65
495,0.49
975,0.97
713,0.72
801,0.71
459,0.48
986,0.96
817,0.83
675,0.71
210,0.22
433,0.44
832,0.8
613,0.6
380,0.37
81,0.08
615,0.58
54,0.08
47,0.03
570,0.57
380,0.41
440,0.48
903,0.89
979,0.96
113,0.07
808,0.82
1016,0.99
551,0.68
14,0.0
402,0.4
827,0.83
528,0.61
24,0.02
138,0.12
528,0.49
925,0.92
184,0.18
994,0.99
299,0.33
968,0.94
154,0.15
345,0.33
206,0.2
361,0.36
576,0.6
861,0.85
708,0.64
51,0.05
929,0.91
166,0.15
458,0.45
905,0.88
253,0.26
334,0.34
324,0.29
361,0.36
104,0.11
632,0.57
51,0.04
939,0.9
203,0.18
555,0.44
775,0.72
824,0.83
902,0.89
938,0.94
758,0.79
72,0.09
812,0.64
812,0.83
965,0.93
945,0.96
462,0.53
711,0.74
422,0.42
456,0.46
15,0.04
947,0.97
491,0.39
0,0.0
362,0.49
882,0.88
249,0.29
516,0.52
991,0.97
726,0.72
824,0.87
455,0.42
780,0.82
898,0.86
718,0.67
662,0.58
766,0.79
550,0.6
568,0.62
866,0.81
594,0.53
881,0.85
806,0.79
292,0.3
550,0.61
310,0.28
848,0.73
265,0.27
28,0.02
713,0.7
269,0.23
93,0.08
302,0.23
276,0.31
365,0.26
950,0.9
493,0.48
567,0.59
217,0.22
673,0.65
746,0.7
583,0.58
70,0.05
258,0.23
807,0.79
938,0.94
643,0.67
95,0.11
29,0.04
724,0.71
426,0.36
816,0.81
442,0.47
503,0.54
429,0.36
533,0.49
538,0.54
762,0.7
461,0.53
184,0.26
322,0.26
879,0.83
1004,0.96
788,0.76
749,0.78
722,0.73
903,0.84
522,0.58
9,0.01
798,0.75
418,0.4
519,0.51
311,0.25
834,0.77
892,0.79
283,0.24
94,0.13
294,0.28
165,0.17
701,0.65
384,0.37
1020,1.0
192,0.16
493,0.48
253,0.25
140,0.18
120,0.11
860,0.84
17,0.02
161,0.18
528,0.45
244,0.26
738,0.78
724,0.7
34,0.06
676,0.56
319,0.33
1010,0.98
234,0.26
473,0.54
976,0.94
799,0.84
378,0.31
6,0.0
221,0.19
980,0.96
193,0.22
772,0.8
777,0.7
969,0.95
146,0.16
781,0.78
519,0.51
91,0.07
261,0.25
728,0.7
914,0.91
218,0.18
206,0.2
738,0.69
845,0.82
25,0.01
348,0.31
175,0.11
206,0.27
426,0.37
342,0.36
385,0.33
634,0.62
602,0.67
862,0.83
513,0.51
529,0.52
85,0.08
505,0.56
497,0.43
52,0.05
811,0.71
534,0.53
167,0.16
828,0.84
760,0.72
171,0.16
826,0.86
753,0.7
26,0.02
323,0.34
914,0.88
979,0.98
303,0.29
491,0.41
253,0.26
371,0.27
110,0.14
682,0.61
528,0.49
650,0.65
835,0.82
66,0.07
563,0.59
8,0.01
772,0.82
79,0.11
566,0.49
570,0.6
489,0.48
936,0.93
59,0.03
299,0.27
552,0.53
168,0.19
905,0.87
153,0.14
360,0.36
804,0.84
287,0.33
234,0.2
888,0.92
779,0.81
287,0.29
671,0.62
362,0.34
634,0.63
513,0.6
507,0.52
878,0.87
395,0.43
808,0.81
215,0.18
520,0.46
174,0.16
51,0.05
826,0.72
658,0.54
171,0.18
404,0.5
533,0.49
94,0.11
804,0.74
48,0.07
903,0.85
296,0.33
738,0.71
400,0.4
79,0.03
247,0.21
341,0.34
297,0.22
940,0.91
966,0.97
584,0.5
755,0.73
845,0.85
813,0.8
934,0.9
398,0.41
66,0.09
952,0.96
598,0.57
604,0.49
619,0.6
796,0.79
337,0.32
493,0.46
278,0.22
802,0.8
632,0.55
247,0.21
867,0.85
158,0.14
558,0.55
938,0.91
799,0.75
315,0.31
448,0.39
696,0.68
845,0.79
675,0.65
34,0.03
355,0.34
622,0.65
311,0.32
389,0.33
735,0.76
1006,0.99
759,0.72
1002,0.99
890,0.82
697,0.6
925,0.92
315,0.24
152,0.16
45,0.07
537,0.58
30,0.03
708,0.68
494,0.56
107,0.14
220,0.16
244,0.18
216,0.19
275,0.24
63,0.07
358,0.32
49,0.05
515,0.47
6,0.0
528,0.48
47,0.08
236,0.25
75,0.08
346,0.33
504,0.51
637,0.67
33,0.04
496,0.52
929,0.9
150,0.14
781,0.77
672,0.7
136,0.08
785,0.73
792,0.77
813,0.82
339,0.28
333,0.28
275,0.21
152,0.15
377,0.36
605,0.63
529,0.54
590,0.59
743,0.77
502,0.5
836,0.83
711,0.7
58,0.07
423,0.51
910,0.87
748,0.76
426,0.39
564,0.6
251,0.4
142,0.1
735,0.77
741,0.71
653,0.65
753,0.73
727,0.6
509,0.42
672,0.68
677,0.68
278,0.22
1002,0.98
771,0.73
539,0.51
655,0.76
651,0.6
911,0.93
590,0.63
672,0.6
412,0.38
142,0.17
202,0.2
647,0.65
179,0.16
967,0.97
641,0.63
872,0.83
471,0.44
65,0.09
88,0.1
9,0.02
180,0.2
811,0.73
1003,0.99
372,0.37
413,0.37
859,0.82
976,0.96
831,0.85
581,0.55
13,0.01
584,0.54
731,0.76
492,0.44
492,0.47
739,0.71
583,0.56
785,0.75
605,0.5
119,0.13
459,0.44
864,1.0
864,1.0
585,0.2
137,0.0
